symbol,name,sector,industry
VIA,Via Renewables Inc. Class A Common Stock,Utilities,Power Generation
VIAO,VIA optronics AG American Depositary Shares each representing one-fifth of an Ordinary Share,Technology,Semiconductors
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Power Generation
VIAV,Viavi Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VICI,VICI Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components
VIEW,View Inc. Class A Common Stock,Consumer Discretionary,Electronic Components
VIEWW,View Inc. Warrant,Consumer Discretionary,Electronic Components
VIGL,Vigil Neuroscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VII,7GC & Co. Holdings Inc. Class A common stock,Industrials,Consumer Electronics/Appliances
VIIAU,7GC & Co. Holdings Inc. Unit,Industrials,Consumer Electronics/Appliances
VIIAW,7GC & Co. Holdings Inc. Warrant,Industrials,Consumer Electronics/Appliances
VINC,Vincerx Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VINE,Fresh Vine Wine Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
VINO,Gaucho Group Holdings Inc. Common Stock,Finance,Real Estate
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Finance,Investment Managers
VIOT,Viomi Technology Co. Ltd American Depositary Shares,Consumer Discretionary,Home Furnishings
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,Consumer Discretionary,Catalog/Specialty Distribution
VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,Industrial Specialties
VIRI,Virios Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VIRX,Viracta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VISL,Vislink Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,Energy,Oil & Gas Production
VITL,Vital Farms Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,Telecommunications Equipment
VIVE,Viveve Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VIVK,Vivakor Inc. Common Stock,Energy,Oilfield Services/Equipment
VIVO,Meridian Bioscience Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VJET,voxeljet AG American Depositary Shares,Industrials,Industrial Machinery/Components
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies
VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VLAT,Valor Latitude Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
VLATU,Valor Latitude Acquisition Corp. Unit,Finance,Business Services
VLATW,Valor Latitude Acquisition Corp. Warrant,Finance,Business Services
VLCN,Volcon Inc. Common stock,,
VLD,Velo3D Inc. Common Stock,Industrials,Wholesale Distributors
VLDR,Velodyne Lidar Inc. Common Stock,Industrials,Industrial Machinery/Components
VLDRW,Velodyne Lidar Inc. Warrants,Industrials,Industrial Machinery/Components
VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,Food Chains
VLN,Valens Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
VLNS,The Valens Company Inc. Common Shares,Health Care,Medicinal Chemicals and Botanical Products
VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
VLON,Vallon Pharmaceuticals Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,Consumer Discretionary,Air Freight/Delivery Services
VLT,Invesco High Income Trust II,Finance,Trusts Except Educational Religious and Charitable
VLTA,Volta Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
VLY,Valley National Bancorp Common Stock,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
VMAR,Vision Marine Technologies Inc. Common Shares,,
VMC,Vulcan Materials Company (Holding Company) Common Stock,,
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,,
VMCAU,Valuence Merger Corp. I Unit,,
VMD,Viemed Healthcare Inc. Common Shares,,
VMEO,Vimeo Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VMGA,VMG Consumer Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
VMGAU,VMG Consumer Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
VMI,Valmont Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
VMO,Invesco Municipal Opportunity Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VMW,Vmware Inc. Common stock Class A,Technology,Computer Software: Prepackaged Software
VNCE,Vince Holding Corp. Common Stock,,
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VNET,VNET Group Inc. American Depositary Shares,Technology,Computer Software: Programming Data Processing
VNO,Vornado Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
VNO^L,Vornado Realty Trust Pfd Ser L %,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,,
VNOM,Viper Energy Partners LP Common Unit,Energy,Oil & Gas Production
VNRX,VolitionRX Limited Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VNT,Vontier Corporation Common Stock,Industrials,Industrial Machinery/Components
VNTR,Venator Materials PLC Ordinary Shares,Industrials,Major Chemicals
VOC,VOC Energy Trust Units of Beneficial Interest,Energy,Oil & Gas Production
VOD,Vodafone Group Plc American Depositary Shares,Telecommunications,Telecommunications Equipment
VOR,Vor Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VORB,Virgin Orbit Holdings Inc. Common Stock,,
VORBW,Virgin Orbit Holdings Inc. Warrant,,
VOXX,VOXX International Corporation Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
VOYA,Voya Financial Inc. Common Stock,Finance,Investment Managers
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,
VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,Finance,Business Services
VPCBU,VPC Impact Acquisition Holdings II Unit,Finance,Business Services
VPG,Vishay Precision Group Inc. Common Stock,Industrials,Industrial Machinery/Components
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VQS,VIQ Solutions Inc. Common Shares,,
VRA,Vera Bradley Inc. Common Stock,Consumer Discretionary,Apparel
VRAR,The Glimpse Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
VRAX,Virax Biolabs Group Limited Ordinary Shares,,
VRAY,ViewRay Inc. Common Stock,Health Care,Industrial Specialties
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VRE,Veris Residential Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VREX,Varex Imaging Corporation Common Stock,Health Care,Medical Electronics
VRM,Vroom Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
VRME,VerifyMe Inc. Common Stock,Technology,Security Systems Services
VRNA,Verona Pharma plc American Depositary Share,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,Technology,EDP Services
VRPX,Virpax Pharmaceuticals Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Other Consumer Services
VRSK,Verisk Analytics Inc. Common Stock,Consumer Discretionary,Business Services
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,Consumer Discretionary,Electrical Products
VRTS,Virtus Investment Partners Inc. Common Stock,Finance,Investment Managers
VRTV,Veritiv Corporation Common Stock,Industrials,Consumer Electronics/Appliances
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VS,Versus Systems Inc. Common Shares,,
VSAC,Vision Sensing Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
VSACU,Vision Sensing Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
VSACW,Vision Sensing Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances
VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VSCO,Victorias Secret & Co. Common Stock,,
VSEC,VSE Corporation Common Stock,,
VSH,Vishay Intertechnology Inc. Common Stock,Technology,Industrial Machinery/Components
VST,Vistra Corp. Common Stock,Utilities,Power Generation
VSTA,Vasta Platform Limited Class A Ordinary Shares,Real Estate,Other Consumer Services
VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSTO,Vista Outdoor Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
VTEX,VTEX Class A Common Shares,,
VTGN,VistaGen Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTIQ,VectoIQ Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
VTIQU,VectoIQ Acquisition Corp. II Unit,Industrials,Consumer Electronics/Appliances
VTIQW,VectoIQ Acquisition Corp. II Warrant,Industrials,Consumer Electronics/Appliances
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,Finance Companies
VTNR,Vertex Energy Inc Common Stock,Energy,Oilfield Services/Equipment
VTOL,Bristow Group Inc. Common Stock,Industrials,Metal Fabrications
VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VTRU,Vitru Limited Common Shares,Real Estate,Other Consumer Services
VTSI,VirTra Inc. Common Stock,Industrials,Military/Government/Technical
VTVT,vTv Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTYX,Ventyx Biosciences Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
VUZI,Vuzix Corporation Common Stock,Technology,Industrial Machinery/Components
VVI,Viad Corp Common Stock,Consumer Discretionary,Business Services
VVNT,Vivint Smart Home Inc.,Technology,Security Systems Services
VVOS,Vivos Therapeutics Inc. Common Stock,Health Care,Medical Specialities
VVPR,VivoPower International PLC Ordinary Shares,Utilities,Power Generation
VVR,Invesco Senior Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,Industrials,Automotive Aftermarket
VVX,V2X Inc. Common Stock,,
VWE,Vintage Wine Estates Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
VWEWW,Vintage Wine Estates Inc. Warrants,Consumer Staples,Beverages (Production/Distribution)
VXRT,Vaxart Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYGG,Vy Global Growth Class A Ordinary Shares,Finance,Business Services
VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VYNE,VYNE Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VYNT,Vyant Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VZIO,VIZIO Holding Corp. Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
VZLA,Vizsla Silver Corp. Common Shares,,
W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,Railroads
WABC,Westamerica Bancorporation Common Stock,Finance,Major Banks
WAFD,Washington Federal Inc. Common Stock,Finance,Major Banks
WAFDP,Washington Federal Inc. Depositary Shares,Finance,Major Banks
WAFU,Wah Fu Education Group Limited Ordinary Shares,Real Estate,Other Consumer Services
WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,,
WALD,Waldencast plc Class A Ordinary Share,Consumer Discretionary,Package Goods/Cosmetics
WALDW,Waldencast plc Warrant,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,Finance,Major Banks
WAT,Waters Corporation Common Stock,Health Care,Medical Specialities
WATT,Energous Corporation Common Stock,Industrials,Industrial Machinery/Components
WAVC,Waverley Capital Acquisition Corp. 1 Class A Ordinary Shares,,
WAVD,WaveDancer Inc. Common Stock,Technology,EDP Services
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,,
WAVS,Western Acquisition Ventures Corp. Common Stock,Industrials,Consumer Electronics/Appliances
WAVSU,Western Acquisition Ventures Corp. Unit,Industrials,Consumer Electronics/Appliances
WAVSW,Western Acquisition Ventures Corp. Warrant,Industrials,Consumer Electronics/Appliances
WB,Weibo Corporation American Depositary Share,Technology,Internet and Information Services
WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock,Telecommunications,Cable & Other Pay Television Services
WBEV,Winc Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,,
WBS^G,Webster Financial Corporation Depositary Shares each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock,,
WBX,Wallbox N.V. Class A Ordinary Shares,,
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,,
WCN,Waste Connections Inc. Common Shares,Utilities,Power Generation
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,Industrials,Industrial Specialties
WDH,Waterdrop Inc. American Depositary Shares (each representing the right to receive 10 Class A Ordinary Shares),,
